Publication_code,Author,Year,Title,Comparison_identifier,Animal,Strain,Sex,Comorbidity,Comorbidity_induction,Age_weeks_min,Age_weeks_mean,Age_weeks_max,Weight_g_min,Weight_g_mean,Weight_g_max,N_control_groups,N_animals_control,N_treatment_groups,N_animals_treatment,N_treatment_to_control,Effective_n_control,Primary_anaesthetic,Secondary_anaesthetic,Surgical_level,Brain_area,RB_dose,RB_dose_units,RB_dose_mgkg,Light_intensity,Light_intensity_units,Light_intensity_Wcm2,Light_type,Light_source,Light_wavelength,Light_aperture,Light_time,Treatment,Treatment_class,Treatment_dose,Treatment_dose_units,Treatment_initial_hour,Treatment_time_class,Infarct_time,Infarct_measurement,Infarct_mean_control,Infarct_error_control,Infarct_mean_treatment,Infarct_error_treatment,Infarct_diff_from_control,Infarct_diff_from_control_error,Infarct_units,Infarct_error_units,Infarct_percent_control,Infarct_percent_treatment,Infarct_SD_control,Infarct_SD_control_percent,Infarct_SD_treatment,Scale_type,Scale_score_control,Scale_error_control,Scale_score_treatment,Scale_error_treatment,Scale_error_units,Scale_time,Multiple_timepoints,Multiple_doses
Moriguchi_2004_a,"Moriguchi, A.",2004,"Antithrombotic effects of FK419, a novel nonpeptide platelet GPIIb/IIIa antagonist, in a guinea pig photochemically induced middle cerebral artery thrombosis model: comparison with ozagrel and argatroban",c,Guinea Pig,Hartley,Male,None,NA,NR,NR,NR,342.2,484.2,626.2,1,12.5,6,12.5,6,2.083333333,Isoflurane,NA,Skull breached,Middle cerebral artery (MCA),20,mg/kg,20,600000,lux,0.087846,Xenon lamp,Xenon,540,3,10,Argatroban,Thrombolytics,60,mg/kg/h,0.083,During stroke,24,TTC (ex vivo),12.14,0.92,15.42,1.56,NA,NA,% (not specified percentage of),SEM,NA,NA,3.252691193,NA,5.515432893,Bederson Scale,NR,NR,NR,NR,NR,24,No,No
Moriguchi_2004_b,"Moriguchi, A.",2004,Restoration of middle cerebral artery thrombosis by novel glycoprotein IIb/IIIa antagonist FK419 in guinea pig,a,Guinea Pig,Hartley,Male,None,NA,NR,NR,NR,308.2,446.35,584.5,1,11,3,11,3,3.666666667,Isoflurane,NA,Skull breached,Middle cerebral artery (MCA),20,mg/kg,20,600000,lux,0.087846,Xenon lamp,Xenon,540,3,15,FK419,Thrombolytics,0.2,mg/kg/h,0,During stroke,24,TTC (ex vivo),20.46,1.37,9.72,1.11,NA,NA,Direct rLV % whole brain,SEM,20.46,9.72,4.543775963,4.543775963,3.681453517,Bederson Scale,5.6,0.37,3,0.56,SEM,24,No,Yes
Moriguchi_2004_b,"Moriguchi, A.",2004,Restoration of middle cerebral artery thrombosis by novel glycoprotein IIb/IIIa antagonist FK419 in guinea pig,b,Guinea Pig,Hartley,Male,None,NA,NR,NR,NR,308.2,446.35,584.5,1,11,3,11,3,3.666666667,Isoflurane,NA,Skull breached,Middle cerebral artery (MCA),20,mg/kg,20,600000,lux,0.087846,Xenon lamp,Xenon,540,3,15,rTPA (Recombinant tissue plasminogen activator),Thrombolytics,5.76,mg/kg/h,0,During stroke,24,TTC (ex vivo),16.59,0.78,9.12,1.34,NA,NA,Direct rLV % whole brain,SEM,16.59,9.12,2.586967336,2.586967336,4.444277219,Bederson Scale,6,0.37,3.5,0.5,SEM,24,No,Yes
Moriguchi_2004_b,"Moriguchi, A.",2004,Restoration of middle cerebral artery thrombosis by novel glycoprotein IIb/IIIa antagonist FK419 in guinea pig,c,Guinea Pig,Hartley,Male,None,NA,NR,NR,NR,308.2,446.35,584.5,1,11,4,11,4,2.75,Isoflurane,NA,Skull breached,Middle cerebral artery (MCA),20,mg/kg,20,600000,lux,0.087846,Xenon lamp,Xenon,540,3,15,Aspirin,Thrombolytics,3.2,mg/kg/h,0,During stroke,24,TTC (ex vivo),17.4,1.96,15.54,1.29,NA,NA,Direct rLV % whole brain,SEM,17.4,15.54,6.500584589,6.500584589,4.27844598,Bederson Scale,6.58,0.36,7.08,0.19,SEM,24,No,No
Moriguchi_2004_b,"Moriguchi, A.",2004,Restoration of middle cerebral artery thrombosis by novel glycoprotein IIb/IIIa antagonist FK419 in guinea pig,d,Guinea Pig,Hartley,Male,None,NA,NR,NR,NR,308.2,446.35,584.5,1,11,4,11,4,2.75,Isoflurane,NA,Skull breached,Middle cerebral artery (MCA),20,mg/kg,20,600000,lux,0.087846,Xenon lamp,Xenon,540,3,15,Ozagrel Sodium,Thrombolytics,100,mg/kg/h,0,During stroke,24,TTC (ex vivo),17.4,1.96,16.78,1.29,NA,NA,Direct rLV % whole brain,SEM,17.4,16.78,6.500584589,6.500584589,4.27844598,Bederson Scale,6.58,0.36,6.17,0.32,SEM,24,No,No
Moriguchi_2004_b,"Moriguchi, A.",2004,Restoration of middle cerebral artery thrombosis by novel glycoprotein IIb/IIIa antagonist FK419 in guinea pig,e,Guinea Pig,Hartley,Male,None,NA,NR,NR,NR,308.2,446.35,584.5,1,11,4,11,4,2.75,Isoflurane,NA,Skull breached,Middle cerebral artery (MCA),20,mg/kg,20,600000,lux,0.087846,Xenon lamp,Xenon,540,3,15,Argatroban,Thrombolytics,6,U/kg/h,0,During stroke,24,TTC (ex vivo),17.4,1.96,21.92,1.48,NA,NA,Direct rLV % whole brain,SEM,17.4,21.92,6.500584589,6.500584589,4.90860469,Bederson Scale,6.58,0.36,6.92,0.26,SEM,24,No,No
Moriguchi_2004_b,"Moriguchi, A.",2004,Restoration of middle cerebral artery thrombosis by novel glycoprotein IIb/IIIa antagonist FK419 in guinea pig,f,Guinea Pig,Hartley,Male,None,NA,NR,NR,NR,308.2,446.35,584.5,1,11,4,11,4,2.75,Isoflurane,NA,Skull breached,Middle cerebral artery (MCA),20,mg/kg,20,600000,lux,0.087846,Xenon lamp,Xenon,540,3,15,Heparin,Thrombolytics,60,U/kg/h,0,During stroke,24,TTC (ex vivo),17.4,1.96,15.02,1.24,NA,NA,Direct rLV % whole brain,SEM,17.4,15.02,6.500584589,6.500584589,4.11261474,Bederson Scale,6.58,0.36,6.18,0.35,SEM,24,No,No
Moriguchi_2005,"Moriguchi, A.",2005,"FK419, a novel nonpeptide GPIIb/IIIa antagonist, restores microvascular patency and improves outcome in the guinea-pig middle cerebral artery thrombotic occlusion model: comparison with tirofiban",a,Guinea Pig,Hartley,Male,None,NA,NR,NR,NR,362.6,464.1,565.6,1,10,3,10,3,3.333333333,Isoflurane,NA,Skull breached,Middle cerebral artery (MCA),20,mg/kg,20,600000,lux,0.087846,Xenon lamp,Xenon,540,3,15,FK419,Thrombolytics,0.16,mg/kg/h,0,During stroke,24,TTC (ex vivo),15.92,6.99,7.31,3.79,NA,NA,Direct rLV % whole brain,SD,15.92,7.31,6.99,6.99,3.79,Bederson Scale,6.63,0.76,3.61,1.7,SD,24,No,Yes
Moriguchi_2005,"Moriguchi, A.",2005,"FK419, a novel nonpeptide GPIIb/IIIa antagonist, restores microvascular patency and improves outcome in the guinea-pig middle cerebral artery thrombotic occlusion model: comparison with tirofiban",b,Guinea Pig,Hartley,Male,None,NA,NR,NR,NR,362.6,464.1,565.6,1,10,3,10,3,3.333333333,Isoflurane,NA,Skull breached,Middle cerebral artery (MCA),20,mg/kg,20,600000,lux,0.087846,Xenon lamp,Xenon,540,3,15,Tirofiban,Thrombolytics,1,mg/kg/h,0,During stroke,24,TTC (ex vivo),17.56,7.58,14.55,4.81,NA,NA,Direct rLV % whole brain,SD,17.56,14.55,7.58,7.58,4.81,Bederson Scale,6.84,0.55,6.22,1.48,SD,24,No,Yes
Muller_2008,"Muller, H. D.",2008,Brain-derived neurotrophic factor but not forced arm use improves long-term outcome after photothrombotic stroke and transiently upregulates binding densities of excitatory glutamate receptors in the rat brain,a,Rat,Wistar,Male,None,NA,NR,NR,NR,280,300,320,1,5,3,5,3,1.666666667,Ketamine,Xylazine,"Scalp retracted, skull intact",Frontal cortex,10,mg/ml,3,150,W,NA,Other,Other,NR,1.5,20,BDNF (Brain-derived neurotrophic factor),Anti-apoptosis/regeneration,20,ug,1,After stroke,504,Other histology (ex vivo),11.3,4.4,14.7,3.4,NA,NA,mm3,SEM,0.573313039,0.745814307,9.838699101,0.499172963,7.602631123,NSS,2.76,0.26,1.39,0.42,SEM,1008,Yes,Yes
Muller_2008,"Muller, H. D.",2008,Brain-derived neurotrophic factor but not forced arm use improves long-term outcome after photothrombotic stroke and transiently upregulates binding densities of excitatory glutamate receptors in the rat brain,b,Rat,Wistar,Male,None,NA,NR,NR,NR,280,300,320,1,5,3,5,3,1.666666667,Ketamine,Xylazine,"Scalp retracted, skull intact",Frontal cortex,10,mg/ml,3,150,W,NA,Other,Other,NR,1.5,20,FAU (Forced arm use),Other,NA,NA,1,After stroke,504,Other histology (ex vivo),11.3,4.4,12.9,2.7,NA,NA,mm3,SEM,0.573313039,0.654490107,9.838699101,0.499172963,6.037383539,NSS,2.76,0.26,4.57,0,SEM,1008,Yes,Yes
Murakami_2013,"Murakami, K.",2013,"Cerebroprotective effects of TAK-937, a novel cannabinoid receptor agonist, in permanent and thrombotic focal cerebral ischemia in rats: therapeutic time window, combination with t-PA and efficacy in aged rats",a,Rat,Sprague-Dawley,Male,None,NA,NR,7,NR,NR,NR,NR,1,16,2,8,2,8,Halothane,NA,Skull breached,Middle cerebral artery (MCA),20,mg/kg,20,NR,NA,NA,Xenon lamp,Xenon,540,NR,10,rTPA (Recombinant tissue plasminogen activator),Thrombolytics,10,mg/kg,1,After stroke,24,TTC (ex vivo),286.5,10.6,NR,NR,-28.64,9.64,mm3,SEM,14.53576865,NA,42.4,2.151192288,NA,None,NA,NA,NA,NA,NA,NA,No,Yes
Murakami_2013,"Murakami, K.",2013,"Cerebroprotective effects of TAK-937, a novel cannabinoid receptor agonist, in permanent and thrombotic focal cerebral ischemia in rats: therapeutic time window, combination with t-PA and efficacy in aged rats",b,Rat,Sprague-Dawley,Male,None,NA,NR,7,NR,NR,NR,NR,1,8,2,8,2,4,Halothane,NA,Skull breached,Middle cerebral artery (MCA),20,mg/kg,20,NR,NA,NA,Xenon lamp,Xenon,540,NR,10,TAK-937,Harm induction,30,ug/kg/h,1,After stroke,24,TTC (ex vivo),329.4,12.5,NR,NR,-39.75,3.62,mm3,SEM,16.71232877,NA,35.35533906,1.793776715,NA,None,NA,NA,NA,NA,NA,NA,No,Yes
Nagai_2010_a,"Nagai, N.",2010,Initial brain lesion size affects the extent of subsequent pathophysiological responses,a,Mouse,C57BL/6,Male,None,NA,NR,NR,NR,22,26,30,3,5,0,NA,NA,NA,Isoflurane,NA,"Scalp retracted, skull intact",Parietal cortex,20,mg/kg,20,0.00047,W/cm2,0.00047,Fibre-optic,NR,540,1,10,None,NA,NA,NA,NA,NA,72,TTC (ex vivo),7.4,0.85,NA,NA,NA,NA,Indirect rLV % whole brain,SD,7.4,NA,0.85,0.85,NA,None,NA,NA,NA,NA,NA,NA,Yes,Yes
Nagai_2010_a,"Nagai, N.",2010,Initial brain lesion size affects the extent of subsequent pathophysiological responses,b,Mouse,BALB/c,Male,None,NA,NR,NR,NR,22,26,30,3,5,0,NA,NA,NA,Isoflurane,NA,"Scalp retracted, skull intact",Parietal cortex,20,mg/kg,20,0.00047,W/cm2,0.00047,Fibre-optic,NR,540,1,10,None,NA,NA,NA,NA,NA,72,TTC (ex vivo),7.44,0.5,NA,NA,NA,NA,Indirect rLV % whole brain,SD,7.44,NA,0.5,0.5,NA,None,NA,NA,NA,NA,NA,NA,Yes,Yes
Nagai_2010_a,"Nagai, N.",2010,Initial brain lesion size affects the extent of subsequent pathophysiological responses,c,Mouse,129/Sv,Male,None,NA,NR,NR,NR,22,26,30,3,5,0,NA,NA,NA,Isoflurane,NA,"Scalp retracted, skull intact",Parietal cortex,20,mg/kg,20,0.00047,W/cm2,0.00047,Fibre-optic,NR,540,1,10,None,NA,NA,NA,NA,NA,72,TTC (ex vivo),7.33,0.52,NA,NA,NA,NA,Indirect rLV % whole brain,SD,7.33,NA,0.52,0.52,NA,None,NA,NA,NA,NA,NA,NA,Yes,Yes
Nagai_2010_b,"Nagai, N.",2010,Systemic transplantation of embryonic stem cells accelerates brain lesion decrease and angiogenesis,a,Mouse,C57BL/6,Male,None,NA,NR,NR,NR,22,26,30,1,5.5,1,5.5,1,5.5,Isoflurane,NA,"Scalp retracted, skull intact",Parietal cortex,20,mg/kg,20,0.00047,W/cm2,0.00047,Fibre-optic,NR,540,1,10,Endothelial stem cell transplantation,Anti-apoptosis/regeneration,100000,Cells,24,After stroke,192,Other histology (ex vivo),2.76,0.35,1.9,0.25,NA,NA,Indirect rLV % whole brain,SEM,2.76,1.9,0.820822758,0.820822758,0.58630197,None,NA,NA,NA,NA,NA,NA,Yes,Yes
Nagai_2007,"Nagai, N.",2007,Plasminogen activator inhibitor-1 contributes to the deleterious effect of obesity on the outcome of thrombotic ischemic stroke in mice,a,Mouse,C57BL/6,Male,None,NA,NR,20,NR,31,37,43,1,10,1,9,1,10,Isoflurane,NA,Skull breached,Middle cerebral artery (MCA),10,mg/kg,10,NR,NA,NA,Xenon lamp,Xenon,540,1,10,High fat diet,Other,15,Weeks,NA,Before stroke,24,TTC (ex vivo),24,0.9,32,2.1,NA,NA,mm3,SEM,4.715961565,6.287948753,2.846049894,0.559244246,6.3,None,NA,NA,NA,NA,NA,NA,No,No
Nagai_2007,"Nagai, N.",2007,Plasminogen activator inhibitor-1 contributes to the deleterious effect of obesity on the outcome of thrombotic ischemic stroke in mice,b,Mouse,PAI-1-/-,Male,None,NA,NR,20,NR,30,35,40,1,11,1,9,1,11,Isoflurane,NA,Skull breached,Middle cerebral artery (MCA),10,mg/kg,10,NR,NA,NA,Xenon lamp,Xenon,540,1,10,High fat diet,Other,15,Weeks,NA,Before stroke,24,TTC (ex vivo),27,2.8,31,1.8,NA,NA,mm3,SEM,5.305456761,6.091450355,9.286549413,1.824792088,5.4,None,NA,NA,NA,NA,NA,NA,No,No
Nagai_2007,"Nagai, N.",2007,Plasminogen activator inhibitor-1 contributes to the deleterious effect of obesity on the outcome of thrombotic ischemic stroke in mice,c,Mouse,Lep/ob (obese),Male,Obesity,Genetic,NR,20,NR,NR,53,NR,1,9,0,NA,NA,NA,Isoflurane,NA,Skull breached,Middle cerebral artery (MCA),10,mg/kg,10,NR,NA,NA,Xenon lamp,Xenon,540,1,10,None,NA,NA,NA,NA,NA,24,TTC (ex vivo),30,2.9,NA,NA,NA,NA,mm3,SEM,5.894951956,NA,8.7,1.709536067,NA,None,NA,NA,NA,NA,NA,NA,No,No
Nagai_2002,"Nagai, N.",2002,Tissue-type plasminogen activator has paradoxical roles in focal cerebral ischemic injury by thrombotic middle cerebral artery occlusion with mild or severe photochemical damage in mice,a,Mouse,Wild type (WT),NR,None,NA,NR,NR,NR,20,22.5,25,6,10,0,NA,NA,NA,Halothane,NA,Skull breached,Middle cerebral artery (MCA),10,mg/kg,10,0.38,W/cm2,0.38,Green laser,Diode-pumped solid state laser,540,1.5,30,None,NA,NA,NA,NA,NA,24,TTC (ex vivo),0.83,1.5,NA,NA,NA,NA,mm3,SD,0.163093671,NA,1.5,0.294747598,NA,None,NA,NA,NA,NA,NA,NA,No,No
Nagai_2002,"Nagai, N.",2002,Tissue-type plasminogen activator has paradoxical roles in focal cerebral ischemic injury by thrombotic middle cerebral artery occlusion with mild or severe photochemical damage in mice,b,Mouse,tPA-/-,NR,None,NA,NR,NR,NR,20,22.5,25,6,10,0,NA,NA,NA,Halothane,NA,Skull breached,Middle cerebral artery (MCA),10,mg/kg,10,0.38,W/cm2,0.38,Green laser,Diode-pumped solid state laser,540,1.5,30,None,NA,NA,NA,NA,NA,24,TTC (ex vivo),4.6,4.2,NA,NA,NA,NA,mm3,SD,0.903892633,NA,4.2,0.825293274,NA,None,NA,NA,NA,NA,NA,NA,No,No
Nagai_2002,"Nagai, N.",2002,Tissue-type plasminogen activator has paradoxical roles in focal cerebral ischemic injury by thrombotic middle cerebral artery occlusion with mild or severe photochemical damage in mice,c,Mouse,Wild type (WT),NR,None,NA,NR,NR,NR,20,22.5,25,6,10,0,NA,NA,NA,Halothane,NA,Skull breached,Middle cerebral artery (MCA),20,mg/kg,20,1,W/cm2,1,Green laser,Diode-pumped solid state laser,540,1.5,30,None,NA,NA,NA,NA,NA,24,TTC (ex vivo),4,2,NA,NA,NA,NA,mm3,SD,0.785993594,NA,2,0.392996797,NA,None,NA,NA,NA,NA,NA,NA,No,No
Nagai_2002,"Nagai, N.",2002,Tissue-type plasminogen activator has paradoxical roles in focal cerebral ischemic injury by thrombotic middle cerebral artery occlusion with mild or severe photochemical damage in mice,d,Mouse,tPA-/-,NR,None,NA,NR,NR,NR,20,22.5,25,6,10,0,NA,NA,NA,Halothane,NA,Skull breached,Middle cerebral artery (MCA),20,mg/kg,20,1,W/cm2,1,Green laser,Diode-pumped solid state laser,540,1.5,30,None,NA,NA,NA,NA,NA,24,TTC (ex vivo),5.8,3.1,NA,NA,NA,NA,mm3,SD,1.139690712,NA,3.1,0.609145035,NA,None,NA,NA,NA,NA,NA,NA,No,No
Nagai_2002,"Nagai, N.",2002,Tissue-type plasminogen activator has paradoxical roles in focal cerebral ischemic injury by thrombotic middle cerebral artery occlusion with mild or severe photochemical damage in mice,e,Mouse,Wild type (WT),NR,None,NA,NR,NR,NR,20,22.5,25,6,10,0,NA,NA,NA,Halothane,NA,Skull breached,Middle cerebral artery (MCA),20,mg/kg,20,1.4,W/cm2,1.4,Green laser,Diode-pumped solid state laser,540,1.5,30,None,NA,NA,NA,NA,NA,24,TTC (ex vivo),14,6.4,NA,NA,NA,NA,mm3,SD,2.75097758,NA,6.4,1.257589751,NA,None,NA,NA,NA,NA,NA,NA,No,No
Nagai_2002,"Nagai, N.",2002,Tissue-type plasminogen activator has paradoxical roles in focal cerebral ischemic injury by thrombotic middle cerebral artery occlusion with mild or severe photochemical damage in mice,f,Mouse,tPA-/-,NR,None,NA,NR,NR,NR,20,22.5,25,6,10,0,NA,NA,NA,Halothane,NA,Skull breached,Middle cerebral artery (MCA),20,mg/kg,20,1.4,W/cm2,1.4,Green laser,Diode-pumped solid state laser,540,1.5,30,None,NA,NA,NA,NA,NA,24,TTC (ex vivo),8.2,2.5,NA,NA,NA,NA,mm3,SD,1.611286868,NA,2.5,0.491245996,NA,None,NA,NA,NA,NA,NA,NA,No,No
Nagy_2009,"Nagy, D.",2009,Oxaloacetate decreases the infarct size and attenuates the reduction in evoked responses after photothrombotic focal ischemia in the rat cortex,a,Rat,Wistar,Male,None,NA,NR,NR,NR,200,225,250,1,12,1,8,1,12,Urethane,NA,"Scalp retracted, skull intact",Somatosensory cortex,3,mg/100g,30,NR,NA,NA,Cold light,NR,NR,NR,20,Oxaloacetic acid,Excitotoxicity,1.2,mg/100g,0,During stroke,4,Other histology (ex vivo),53.1,3.08,39.14,7.86,NA,NA,mm3,SEM,2.694063927,1.985794013,10.66943297,0.5413208,22.2314372,None,NA,NA,NA,NA,NA,NA,No,No
Nahirney_2016,"Nahirney, P. C.",2016,Ultrastructural analysis of blood-brain barrier breakdown in the peri-infarct zone in young adult and aged mice,a,Mouse,C57BL/6,Male,None,NA,13,15,17,NR,NR,NR,2,4,0,NA,NA,NA,Isoflurane,NA,Skull thinned,Forelimb sensorimotor cortex,110,mg/kg,110,17,mW,NA,Green laser,Diode-pumped solid state laser,532,NR,15,None,NA,NA,NA,NA,NA,3,Other histology (ex vivo),3.67,1.21,NA,NA,NA,NA,mm2,SEM,NA,NA,2.42,NA,NA,None,NA,NA,NA,NA,NA,NA,Yes,No
Nahirney_2016,"Nahirney, P. C.",2016,Ultrastructural analysis of blood-brain barrier breakdown in the peri-infarct zone in young adult and aged mice,b,Mouse,C57BL/6,Male,Aged,NA,NR,78,NR,NR,NR,NR,2,4,0,NA,NA,NA,Isoflurane,NA,Skull thinned,Forelimb sensorimotor cortex,110,mg/kg,110,17,mW,NA,Green laser,Diode-pumped solid state laser,532,NR,15,None,NA,NA,NA,NA,NA,3,Other histology (ex vivo),3.77,0.83,NA,NA,NA,NA,mm2,SEM,NA,NA,1.66,NA,NA,None,NA,NA,NA,NA,NA,NA,Yes,No
Nakagawa_2005,"Nakagawa, I.",2005,MitoKATP-channel opener protects against neuronal death in rat venous ischemia,a,Rat,Wistar,Male,None,NA,NR,NR,NR,305,351,400,1,17,3,12,3,5.666666667,Chloral hydrate,NA,Skull breached,Fronto-parietal cerebral cortex,50,mg/kg,50,7000,lux,0.00102487,Mercury lamp,Mercury,540,0.1,25,Diazoxide,Blood flow,2,mmol/L,-0.25,Before stroke,168,Other histology (ex vivo),6.2,0.7,3.7,0.4,NA,NA,mm3,SEM,0.314561136,0.187721969,2.886173938,0.14643196,1.385640646,None,NA,NA,NA,NA,NA,NA,No,Yes
Nakagawa_2005,"Nakagawa, I.",2005,MitoKATP-channel opener protects against neuronal death in rat venous ischemia,b,Rat,Wistar,Male,None,NA,NR,NR,NR,305,351,400,1,17,3,7,3,5.666666667,Chloral hydrate,NA,Skull breached,Fronto-parietal cerebral cortex,50,mg/kg,50,7000,lux,0.00102487,Mercury lamp,Mercury,540,0.1,25,5-HD (5-hydroxydecanoate),Other,100,mmol/L,-0.25,Before stroke,168,Other histology (ex vivo),6.2,0.7,8.8,1,NA,NA,mm3,SEM,0.314561136,0.446473871,2.886173938,0.14643196,2.645751311,None,NA,NA,NA,NA,NA,NA,No,Yes
Nakamura_2016,"Nakamura, M.",2016,Toxic acrolein production due to Ca(2+) influx by the NMDA receptor during stroke,a,Mouse,C57BL/6,Male,None,NA,NR,8,NR,22,24,26,1,6,3,6,3,2,Isoflurane,NA,"Scalp retracted, skull intact",Middle cerebral artery (MCA),20,mg/kg,20,NR,NA,NA,Xenon lamp,Xenon,540,NR,10,"TB34 (N1,N4,N8-tri-benzyl-spermidine)",Excitotoxicity,50,mg/kg,0,During stroke,24,TTC (ex vivo),35.39,1.31,22.14,1.94,NA,NA,mm3,SE,6.954078324,4.350474544,3.208831563,0.630530263,4.752010101,None,NA,NA,NA,NA,NA,NA,No,Yes
Nakase_1997_a,"Nakase, H.",1997,Microcirculation after cerebral venous occlusions as assessed by laser Doppler scanning,a,Rat,Wistar,Male,None,NA,NR,NR,NR,260,300,340,1,7,0,NA,NA,NA,Ether,Chloral hydrate,Skull breached,Fronto-parietal cerebral cortex,50,mg/kg,50,NR,NA,NA,NR,NR,NR,0.1,20,None,NA,NA,NA,NA,NA,48,Other histology (ex vivo),9.8,4.5,NA,NA,NA,NA,Direct rLV % hemisphere,SD,4.9,NA,4.5,2.25,NA,None,NA,NA,NA,NA,NA,NA,No,No
Nakase_1997_b,"Nakase, H.",1997,An experimental model of intraoperative venous injury in the rat,a,Rat,Wistar,Male,None,NA,NR,NR,NR,240,315,390,2,9,0,NA,NA,NA,Chloral hydrate,NA,Skull breached,NR,50,mg/kg,50,NR,NA,NA,NR,NR,NR,0.1,10,None,NA,NA,NA,NA,NA,48,Other histology (ex vivo),2.9,1.3,NA,NA,NA,NA,Direct rLV % hemisphere,NR,1.45,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,No,Yes
Nakayama_1988,"Nakayama, H.",1988,Photothrombotic occlusion of rat middle cerebral artery: histopathological and hemodynamic sequelae of acute recanalization,a,Rat,Sprague-Dawley,Male,None,NA,NR,NR,NR,280,305,330,1,7,2,6,2,3.5,Nitrous oxide,Halothane,Skull breached,Middle cerebral artery (MCA),30,mg/ml,20.1,10,W/cm2,10,Helium-Neon laser,Helium-Neon laser,543.5,0.2,20,Nimodipine,Blood flow,150,uL,1,After stroke,168,Other histology (ex vivo),32.6,10.1,3.2,1.9,NA,NA,mm3,SE,1.65398275,0.162354135,26.72208824,1.355762975,4.654030511,None,NA,NA,NA,NA,NA,NA,No,Yes
Neumann-Haefelin_1998,"Neumann-Haefelin, T.",1998,Immunohistochemical evidence for dysregulation of the GABAergic system ipsilateral to photochemically induced cortical infarcts in rats,a,Rat,Wistar,Male,None,NA,13,19.5,26,280,315,350,1,7,0,NA,NA,NA,Nitrous oxide,Isoflurane,"Scalp retracted, skull intact",Somatosensory cortex,1.3,mg/100g,13,15,W/cm2,15,Cold light,NR,NR,2,20,None,NA,NA,NA,NA,NA,168,Other histology (ex vivo),2.4,0.45,NA,NA,NA,NA,mm (diameter),SD,NA,NA,0.45,NA,NA,None,NA,NA,NA,NA,NA,NA,No,No
Ning_2019,"Ning, J.",2019,TOM7 silencing exacerbates focal cerebral ischemia injury in rat by targeting PINK1/Beclin1-mediated autophagy,a,Rat,Sprague-Dawley,Male,None,NA,NR,NR,NR,250,275,300,2,6,2,6,1,6,Chloral hydrate,NA,Skull thinned,NR,10,mg/ml,20,90,mW,NA,NR,NR,532,NR,20,TOM7 siRNA,Anti-apoptosis/regeneration,NR,NA,-48,Before stroke,NR,TTC (ex vivo),17.17,3.47,24.1,1.84,NA,NA,Indirect rLV % hemisphere,SEM,8.585,12.05,8.499729407,4.249864704,4.507061127,Longa score,1.32,0.52,3.16,0.76,SEM,NR,Yes,Yes
Niv_2012,"Niv, F.",2012,Aberrant neurogenesis after stroke: a retroviral cell labeling study,a,Rat,Wistar,Male,None,NA,NR,NR,NR,250,260,270,1,6,0,NA,NA,NA,Nitrous oxide,Isoflurane,"Scalp retracted, skull intact",Forelimb sensorimotor cortex,1.3,mg/100mg,NA,NR,NA,NA,Cold light,NR,NR,2.4,20,None,NA,NA,NA,NA,NA,1008,Other histology (ex vivo),4.85,0.59,NA,NA,NA,NA,mm3,SEM,0.246067986,NA,1.445198948,0.073323133,NA,None,NA,NA,NA,NA,NA,NA,No,No
Ogawa_2009,"Ogawa, T.",2009,"Effects of prasugrel, a novel P2Y(12) inhibitor, in rat models of cerebral and peripheral artery occlusive diseases",a,Rat,Sprague-Dawley,Male,None,NA,NR,NR,NR,200,276,352,1,10,3,10,3,3.333333333,Halothane,NA,Skull breached,Middle cerebral artery (MCA),20,mg/kg,20,150000,lux,0.0219615,Xenon lamp,Xenon,540,3,8,Prasugrel,Thrombolytics,10,mg/kg,-4,Before stroke,24,TTC (ex vivo),13.9,1.5,8.4,0.6,NA,NA,Indirect rLV % hemisphere,SEM,6.95,4.2,4.74341649,2.371708245,1.897366596,None,NA,NA,NA,NA,NA,NA,No,Yes
Ogawa_2009,"Ogawa, T.",2009,"Effects of prasugrel, a novel P2Y(12) inhibitor, in rat models of cerebral and peripheral artery occlusive diseases",b,Rat,Sprague-Dawley,Male,None,NA,NR,NR,NR,200,276,352,1,10,3,10,3,3.333333333,Halothane,NA,Skull breached,Middle cerebral artery (MCA),20,mg/kg,20,150000,lux,0.0219615,Xenon lamp,Xenon,540,3,8,Clopidogrel,Thrombolytics,30,mg/kg,-4,Before stroke,24,TTC (ex vivo),13.9,1.5,12.64,1.63,NA,NA,Indirect rLV % hemisphere,SEM,6.95,6.32,4.74341649,2.371708245,5.154512586,None,NA,NA,NA,NA,NA,NA,No,No
Ohmori_2018,"Ohmori, C.",2018,Increase in blood-brain barrier permeability does not directly induce neuronal death but may accelerate ischemic neuronal damage,a,Mouse,C57BL/6,Male,None,NA,NR,NR,NR,22,24,26,2,5,0,NA,NA,NA,Isoflurane,NA,"Scalp retracted, skull intact",NR,20,mg/kg,20,0.00047,W/cm2,0.00047,Green laser,Diode-pumped solid state laser,540,1,10,None,NA,NA,NA,NA,NA,24,Other histology (ex vivo),9.15,0.92,NA,NA,NA,NA,mm2,SD,NA,NA,0.92,NA,NA,None,NA,NA,NA,NA,NA,NA,Yes,No
